position,author_name,link,volgers,favorieten,gelezen,aanhetlezen,wiliklezen,favoriet,recensies,artikelen,newsroom,spots,topics
1434,Michelle Paver,https://www.hebban.nl/auteur/michelle-paver,15,23,328,6,147,22,14,,,,
1435,Mads Peder Nordbo,https://www.hebban.nl/auteur/mads-peder-nordbo,22,16,810,55,1111,16,40,1,,3,
1436,Arto Paasilinna,https://www.hebban.nl/auteur/arto-paasilinna,21,17,288,8,139,17,21,1,1,2,
1437,Bibi Boom,https://www.hebban.nl/auteur/bibi-boom,36,2,22,2,18,2,9,,,,
1438,Katrine Engberg,https://www.hebban.nl/auteur/katrine-engberg,26,12,786,20,739,12,25,,,3,
1439,Eline Gielen,https://www.hebban.nl/auteur/eline-gielen,37,,9,0,8,1,2,1,,1,
1440,Rachel Wells,https://www.hebban.nl/auteur/rachel-wells,13,25,388,9,418,24,25,,,1,
1441,Marijn Schrijver,https://www.hebban.nl/auteur/marijn-schrijver,0,38,395,35,299,38,14,2,1,,
1442,Eleanor Catton,https://www.hebban.nl/auteur/eleanor-catton,6,32,276,27,192,32,18,,,3,
1443,Patricia Verlinde,https://www.hebban.nl/auteur/patricia-verlinde,37,,31,1,32,1,9,,,,
1444,Tijan,https://www.hebban.nl/auteur/tijan,8,30,502,7,390,30,30,,,2,
1445,Robert Seethaler,https://www.hebban.nl/auteur/robert-seethaler,6,31,511,14,396,31,48,2,,4,
1446,Marten Toonder,https://www.hebban.nl/auteur/marten-toonder,14,23,672,11,221,23,22,4,1,5,
1447,Mark Groenen,https://www.hebban.nl/auteur/mark-groenen,12,25,64,6,66,25,11,,,,
1448,Steve Toltz,https://www.hebban.nl/auteur/steve-toltz,18,19,158,5,94,19,41,3,,6,
1449,Lineke Breukel,https://www.hebban.nl/auteur/lineke-breukel,27,10,307,16,337,10,94,,,1,
1450,Nina George,https://www.hebban.nl/auteur/nina-george,9,28,406,17,264,28,27,,,5,
1451,Gideon Samson,https://www.hebban.nl/auteur/gideon-samson,10,27,376,11,129,27,26,1,4,1,
1452,Iris Pinson,https://www.hebban.nl/auteur/iris-pinson,36,,31,1,6,1,13,,,,
1453,Peter Verhelst,https://www.hebban.nl/auteur/peter-verhelst,15,22,243,6,176,22,14,3,6,7,
1454,James S.A. Corey,https://www.hebban.nl/auteur/james-corey,20,17,189,11,133,17,15,14,,3,
1455,Joke J. Hermsen,https://www.hebban.nl/auteur/joke-j-hermsen,17,20,298,16,160,20,25,,1,1,
1456,Don Winslow,https://www.hebban.nl/auteur/don-winslow,14,23,248,11,279,23,44,1,1,3,
1457,Roel Janssen,https://www.hebban.nl/auteur/roel-janssen,26,11,320,38,414,11,63,12,,4,
1458,Krystal Sutherland,https://www.hebban.nl/auteur/krystal-sutherland,13,24,359,7,288,24,49,1,,8,
1459,Anna McPartlin,https://www.hebban.nl/auteur/anna-mcpartlin,10,27,328,4,263,27,40,3,,9,
1460,Manon Uphoff,https://www.hebban.nl/auteur/manon-uphoff,9,28,759,39,539,28,40,3,6,6,
1461,Martine Letterie,https://www.hebban.nl/auteur/martine-letterie,12,25,474,17,352,25,25,,2,16,
1462,Patricia Highsmith,https://www.hebban.nl/auteur/patricia-highsmith,14,23,321,1,182,23,11,2,,,
1463,Lisa Jewell,https://www.hebban.nl/auteur/lisa-jewell,17,20,790,17,892,20,40,4,,,
1464,Pamela Sharon,https://www.hebban.nl/auteur/pamela-sharon,19,18,196,4,232,18,21,,1,1,
1465,Marco Knauff,https://www.hebban.nl/auteur/marco-knauff,36,,56,0,34,1,1,,,,
1466,Fiona McIntosh,https://www.hebban.nl/auteur/fiona-mcintosh,17,20,182,1,93,20,0,,,,
1467,Veronica Henry,https://www.hebban.nl/auteur/veronica-henry,16,21,734,14,481,21,34,,,10,
1468,Janet Fitch,https://www.hebban.nl/auteur/janet-fitch,4,33,587,4,97,33,5,,,,
1469,Johan Verbogt,https://www.hebban.nl/auteur/johan-verbogt,0,37,404,17,171,37,16,,,,
1470,Roger Zelazny,https://www.hebban.nl/auteur/roger-zelazny,13,24,283,5,70,24,1,,,3,
1471,R.p.m. Felderhof,https://www.hebban.nl/auteur/rpm-felderhof,2,35,390,5,109,35,19,,,,
1472,Annegreet van Bergen,https://www.hebban.nl/auteur/annegreet-van-bergen,3,34,591,33,263,34,28,2,1,1,
1473,James Redfield,https://www.hebban.nl/auteur/james-redfield,7,30,369,8,72,30,6,,,,
1474,Michelle van  Dijk,https://www.hebban.nl/auteur/michelle-van-dijk,36,,11,1,12,0,0,,,,
1475,Elizabeth Kostova,https://www.hebban.nl/auteur/elizabeth-kostova,17,19,146,5,51,19,16,,,,
1476,Filip Bastien,https://www.hebban.nl/auteur/filip-bastien,26,10,74,5,96,10,46,,,3,
1477,Bob Van Laerhoven,https://www.hebban.nl/auteur/bob-van-laerhoven-4,30,6,104,0,50,6,18,,,,
1478,Felix Francis,https://www.hebban.nl/auteur/felix-francis,22,14,256,6,84,14,34,2,,,
1479,Saroo Brierley,https://www.hebban.nl/auteur/saroo-brierley,2,34,487,14,300,34,26,,,2,
1480,Verena Germeraad,https://www.hebban.nl/auteur/verena-germeraad,36,,0,0,0,0,0,,,,
1481,Marjan Brouwers,https://www.hebban.nl/auteur/marjan-brouwers,33,3,81,2,86,3,46,,,4,
1482,Midas Dekkers,https://www.hebban.nl/auteur/midas-dekkers,23,13,401,17,143,13,11,2,1,2,
1483,Annette van 't Hull,https://www.hebban.nl/auteur/annette-van-t-hull,34,2,23,3,7,2,5,,,,
1484,Marc Kerkhofs,https://www.hebban.nl/auteur/marc-kerkhofs,33,3,40,1,34,3,24,,,4,
1485,Marlen Haushofer,https://www.hebban.nl/auteur/marlen-haushofer,4,32,230,2,108,32,10,,,2,
1486,Roman Helinski,https://www.hebban.nl/auteur/roman-helinski,33,3,107,0,78,3,29,4,1,,
1487,Karin de Roos,https://www.hebban.nl/auteur/karin-de-roos,29,7,25,3,23,7,10,,,,
1488,Marleen Schmitz,https://www.hebban.nl/auteur/marleen-schmitz,30,6,81,2,62,6,21,3,,3,
1489,Erik Jan Harmens,https://www.hebban.nl/auteur/erik-jan-harmens,17,19,379,10,232,19,35,5,,4,
1490,Peter R. de Vries,https://www.hebban.nl/auteur/peter-r-de-vries-3,11,25,293,6,135,25,16,2,,,
1491,Linda Elstrodt,https://www.hebban.nl/auteur/linda-elstrodt,33,3,16,0,19,3,6,,,,
1492,Jelle Hermus,https://www.hebban.nl/auteur/jelle-hermus,7,29,460,60,288,29,22,,1,2,
1493,Joakim Zander,https://www.hebban.nl/auteur/joakim-zander,16,20,223,10,181,20,32,4,,1,
1494,Susin Nielsen,https://www.hebban.nl/auteur/susin-nielsen,12,24,341,5,211,24,36,1,,7,
1495,Michelle Hodkin,https://www.hebban.nl/auteur/michelle-hodkin,13,23,149,4,118,23,6,,,4,
1496,Yvonne Sonke,https://www.hebban.nl/auteur/yvonne-sonke,32,4,39,2,63,4,35,,,,
1497,Astrid Boonstoppel,https://www.hebban.nl/auteur/astrid-boonstoppel,15,21,443,10,847,21,64,8,1,6,
1498,Carina Bergfeldt,https://www.hebban.nl/auteur/carina-bergfeldt,28,8,284,11,197,8,21,1,,,
1499,Jules Verne,https://www.hebban.nl/auteur/jules-verne,10,26,516,10,219,26,14,,,5,
1500,Chris Carter,https://www.hebban.nl/auteur/chris-carter,19,17,156,4,269,17,16,,,,1
1501,Mark Manson,https://www.hebban.nl/auteur/mark-manson,2,34,713,127,559,34,21,1,,1,
1502,Lucy Maud Montgomery,https://www.hebban.nl/auteur/lucy-maud-montgomery,3,33,202,15,129,33,9,,,4,
1503,Elin Hilderbrand,https://www.hebban.nl/auteur/elin-hilderbrand,18,18,543,7,502,18,16,,,6,
1504,Robert Muchamore,https://www.hebban.nl/auteur/robert-muchamore,10,26,216,9,71,26,6,,,,
1505,Emma Cline,https://www.hebban.nl/auteur/emma-cline,8,28,729,23,306,28,69,3,1,9,
1506,Charlotte Dematons,https://www.hebban.nl/auteur/charlotte-dematons,11,25,372,10,132,25,20,4,2,6,
1507,Lieke Kézér,https://www.hebban.nl/auteur/lieke-kezer,20,16,248,7,221,16,33,1,3,5,
1508,Mano Bouzamour,https://www.hebban.nl/auteur/mano-bouzamour,16,20,462,21,261,20,17,5,9,4,
1509,Ursula K. le Guin,https://www.hebban.nl/auteur/ursula-k-le-guin,2,34,494,14,162,34,11,,,2,
1510,Jane Fallon,https://www.hebban.nl/auteur/jane-fallon,14,22,1302,48,949,22,42,,,8,
1511,Ineke Fritz,https://www.hebban.nl/auteur/ineke-fritz,34,,13,0,1,1,10,,,,
1512,Anna Ruhe,https://www.hebban.nl/auteur/anna-ruhe,2,33,574,26,556,33,32,1,,3,
1513,Iris Boter,https://www.hebban.nl/auteur/iris-boter,19,16,433,9,304,16,50,,,5,
1514,Daniel Kehlmann,https://www.hebban.nl/auteur/daniel-kehlmann,11,24,437,24,248,24,25,,,1,
1515,Lex Passchier,https://www.hebban.nl/auteur/lex-passchier,33,2,24,0,33,2,2,3,2,,
1516,Marieke Frankema,https://www.hebban.nl/auteur/marieke-frankema,26,9,108,1,79,9,25,2,,4,
1517,Muna Shehadi,https://www.hebban.nl/auteur/muna-shehadi,7,28,1080,46,834,28,24,,,1,
1518,Sabine Dardenne,https://www.hebban.nl/auteur/sabine-dardenne,6,29,807,9,131,29,25,,,,
1519,Wilma Hollander,https://www.hebban.nl/auteur/wilma-hollander,30,5,276,3,136,5,19,3,,,
1520,Siobhan Dowd,https://www.hebban.nl/auteur/siobhan-dowd,3,32,273,6,139,32,20,,,2,
1521,Herman Melville,https://www.hebban.nl/auteur/herman-melville,5,30,170,18,154,20,9,1,,3,
1522,Dani van Doorn,https://www.hebban.nl/auteur/dani-van-doorn,27,8,218,6,178,8,43,,,21,
1523,Fernando Aramburu,https://www.hebban.nl/auteur/fernando-aramburu,,34,219,20,207,34,15,,1,1,
1524,Kristen Heitzmann,https://www.hebban.nl/auteur/kristen-heitzmann,6,29,542,7,314,29,13,1,,2,
1525,James Clavell,https://www.hebban.nl/auteur/james-clavell,4,31,372,5,57,31,2,,,,
1526,Laura Esquivel,https://www.hebban.nl/auteur/laura-esquivel,3,32,259,3,80,32,11,,,5,
